"Story","Title","Result","Date","Stability","Duration (s)"
"Login - saucedemo.com","User Login Successfully","SUCCESS","2022-07-08T14:21:44.393+07:00[Asia/Bangkok]","0.0","6.2"
"Login - saucedemo.com","User Login Unsuccessfully","SUCCESS","2022-07-08T14:21:51.397+07:00[Asia/Bangkok]","0.0","3.42"
